ID,attribute_id,value,units,retired
151,1,Nauru,NULL,0
152,1,Nepal,NULL,0
153,1,Netherlands,NULL,0
154,1,Netherlands Antilles,NULL,0
155,1,New Caledonia,NULL,0
156,1,New Zealand,NULL,0
157,1,Nicaragua,NULL,0
158,1,Niger,NULL,0
159,1,Nigeria,NULL,0
160,1,Niue,NULL,0
161,1,Norfolk Island,NULL,0
162,1,North Korea,NULL,0
163,1,Northern Mariana Islands,NULL,0
164,1,Norway,NULL,0
165,1,Oman,NULL,0
166,1,Pakistan,NULL,0
167,1,Palau,NULL,0
168,1,Palestinian Territory,NULL,0
169,1,Panama,NULL,0
170,1,Papua New Guinea,NULL,0
171,1,Paraguay,NULL,0
172,1,Peru,NULL,0
173,1,Philippines,NULL,0
174,1,Pitcairn Islands,NULL,0
175,1,Poland,NULL,0
176,1,Portugal,NULL,0
177,1,Puerto Rico,NULL,0
178,1,Qatar,NULL,0
179,1,Republic of the Congo,NULL,0
180,1,Reunion,NULL,0
181,1,Romania,NULL,0
182,1,Russia,NULL,0
183,1,Rwanda,NULL,0
184,1,S. Georgia and S. Sandwich Isls.,NULL,0
185,1,Saint Helena,NULL,0
186,1,Saint Kitts And Nevis,NULL,0
187,1,Saint Lucia,NULL,0
188,1,Saint Pierre and Miquelon,NULL,0
189,1,Saint Vincent And The Grenadines,NULL,0
190,1,Saint-Martin,NULL,0
191,1,Samoa,NULL,0
192,1,San Marino,NULL,0
193,1,Sao Tome And Principe,NULL,0
194,1,Saudi Arabia,NULL,0
195,1,Senegal,NULL,0
196,1,Serbia,NULL,0
197,1,Seychelles,NULL,0
198,1,Sierra Leone,NULL,0
199,1,Singapore,NULL,0
200,1,Slovakia,NULL,0
201,1,Slovenia,NULL,0
202,1,Solomon Islands,NULL,0
203,1,Somalia,NULL,0
204,1,South Africa,NULL,0
205,1,South Korea,NULL,0
206,1,Spain,NULL,0
207,1,Sri Lanka,NULL,0
208,1,Sudan,NULL,0
209,1,Suriname,NULL,0
210,1,Svalbard,NULL,0
211,1,Swaziland,NULL,0
212,1,Sweden,NULL,0
213,1,Switzerland,NULL,0
214,1,Syria,NULL,0
215,1,Taiwan,NULL,0
216,1,Tajikistan,NULL,0
217,1,Tanzania,NULL,0
218,1,Thailand,NULL,0
219,1,Timor-Leste,NULL,0
220,1,Togo,NULL,0
221,1,Tokelau,NULL,0
222,1,Tonga,NULL,0
223,1,Trinidad And Tobago,NULL,0
224,1,Tunisia,NULL,0
225,1,Turkey,NULL,0
226,1,Turkmenistan,NULL,0
227,1,Turks And Caicos Islands,NULL,0
228,1,Tuvalu,NULL,0
229,1,US Minor Outlying Islands,NULL,0
230,1,US Virgin Islands,NULL,0
231,1,Uganda,NULL,0
232,1,Ukraine,NULL,0
233,1,United Arab Emirates,NULL,0
234,1,United Kingdom,NULL,0
235,1,United States,NULL,0
236,1,Unknown,NULL,0
237,1,Uruguay,NULL,0
238,1,Uzbekistan,NULL,0
239,1,Vanuatu,NULL,0
240,1,Venezuela,NULL,0
241,1,Vietnam,NULL,0
242,1,Wallis and Futuna,NULL,0
243,1,Western Sahara,NULL,0
244,1,Yemen,NULL,0
245,1,Zaire,NULL,0
246,1,Zambia,NULL,0
247,1,Zimbabwe,NULL,0
264,3,0-3 Months,NULL,0
265,3,3-6 Months,NULL,0
266,3,6-9 Months,NULL,0
267,3,9-12 Months,NULL,0
268,3,12-18 Months,NULL,0
269,3,18-24 Months,NULL,0
270,3,Preemie,NULL,0
271,3,Newborn,NULL,0
272,3,3 Months,NULL,0
274,3,9 Months,NULL,0
275,3,12 Months,NULL,0
276,3,18 Months,NULL,0
277,3,Medium,NULL,0
278,3,24 Months,NULL,0
279,3,6-12 Months,NULL,0
280,3,2X-Large,NULL,0
281,3,3X-Large,NULL,0
282,3,4X-Large,NULL,0
283,3,5X-Large,NULL,0
284,3,One Size,NULL,0
285,4,Acetate,NULL,0
286,4,Acrylic,NULL,0
287,4,Bamboo,NULL,0
288,4,Cashmere,NULL,0
289,4,Chiffon,NULL,0
290,4,Cord,NULL,0
291,4,Cotton,NULL,0
292,4,Denim,NULL,0
293,4,Elastic,NULL,0
294,4,Engineered Wood,NULL,0
295,4,Felt,NULL,0
296,4,Fleece,NULL,0
297,4,Jacquard,NULL,0
298,4,Jersey,NULL,0
299,4,Lace,NULL,0
300,4,Lacquer,NULL,0
301,4,Lamb skin,NULL,0
302,4,Leather,NULL,0
303,4,Linen,NULL,0
304,4,Lycra,NULL,0
305,4,Merino,NULL,0
306,4,Metal,NULL,0
307,4,Micro fleece,NULL,0
308,4,Natural rubber,NULL,0
309,4,Nylon,NULL,0
310,4,Organza,NULL,0
311,4,PVC,NULL,0
312,4,Plastic,NULL,0
313,4,Plush,NULL,0
314,4,Polyester,NULL,0
315,4,Polyether thane,NULL,0
316,4,Rayon made from Bamboo,NULL,0
317,4,Satin,NULL,0
318,4,Sequinned,NULL,0
319,4,Silk,NULL,0
320,4,Suede,NULL,0
321,4,Synthetic,NULL,0
322,4,Tulle,NULL,0
323,4,Velour,NULL,0
324,4,Velvet,NULL,0
325,4,Wood,NULL,0
326,4,Wool,NULL,0
327,5,Imported,NULL,0
328,5,Made in USA,NULL,0
329,5,Made in USA and Imported,NULL,0
330,5,Made in USA or Imported,NULL,0
362,8,Liquid,NULL,0
363,8,Powder,NULL,0
364,8,Pouch,NULL,0
365,8,Cans,NULL,0
366,8,Gel,NULL,0
367,8,Jars,NULL,0
368,9,Adults Only,NULL,0
369,9,Early Childhood,NULL,0
370,9,Everyone,NULL,0
371,9,Everyone 10 and Older,NULL,0
372,9,Kids to Adults,NULL,0
373,9,Mature,NULL,0
374,9,Rating Pending,NULL,0
375,9,Rating Pending Mature,NULL,0
376,9,Teen,NULL,0
395,13,Queen,NULL,0
396,13,King,NULL,0
397,13,Body,NULL,0
398,13,Euro,NULL,0
399,13,Standard,NULL,0
400,13,Non-Standard,NULL,0
401,13,Sham,NULL,0
402,14,Compact Fluorescent Light (CFL),NULL,0
403,14,Flourescent tube,NULL,0
404,14,Halogen,NULL,0
405,14,High Pressure Sodium,NULL,0
406,14,Incandescent,NULL,0
407,14,Infrared Heat,NULL,0
408,14,Krypton,NULL,0
409,14,LED,NULL,0
410,14,Low Pressure Mercury Discharge,NULL,0
411,14,Mercury Vapor,NULL,0
412,14,Metal halide,NULL,0
413,14,Neon,NULL,0
414,14,Xenon,NULL,0
415,15,Contemporary,NULL,0
416,15,Modern,NULL,0
417,15,Farmhouse,NULL,0
418,15,Mission,NULL,0
419,15,Casual,NULL,0
420,15,Vintage,NULL,0
421,15,Traditional ,NULL,0
422,15,Rustic,NULL,0
423,15,Country,NULL,0
424,15,Formal,NULL,0
425,15,Transitional,NULL,0
426,15,Mid-Century,NULL,0
427,16,1/16-size,NULL,0
428,16,1/2-size,NULL,0
429,16,1/4-size,NULL,0
430,16,1/8-size,NULL,0
431,16,11/16-size,NULL,0
432,16,12-in.,NULL,0
433,16,12.5-in.,NULL,0
434,16,13-in.,NULL,0
435,16,13.5-in.,NULL,0
436,16,13/16-size,NULL,0
437,16,14-in.,NULL,0
438,16,14.5-in.,NULL,0
439,16,15-in.,NULL,0
440,16,15.5-in.,NULL,0
441,16,15/16-size,NULL,0
442,16,16-in.,NULL,0
443,16,16.5-in.,NULL,0
444,16,17-in.,NULL,0
445,16,17.5-in.,NULL,0
446,16,18-in.,NULL,0
447,16,18.5-in.,NULL,0
448,16,19-in.,NULL,0
449,16,19.5-in.,NULL,0
450,16,1a,NULL,0
451,16,20-in.,NULL,0
452,16,2b,NULL,0
453,16,3/16-size,NULL,0
454,16,3/4-size,NULL,0
455,16,3/8-size,NULL,0
456,16,3a,NULL,0
457,16,5/16-size,NULL,0
458,16,5/8-size,NULL,0
459,16,5a,NULL,0
460,16,5b,NULL,0
461,16,6a,NULL,0
462,16,7/16-size,NULL,0
463,16,7/8-size,NULL,0
464,16,707,NULL,0
465,16,747,NULL,0
466,16,777,NULL,0
467,16,7a,NULL,0
468,16,7an,NULL,0
469,16,808,NULL,0
470,16,8a,NULL,0
471,16,9/16-size,NULL,0
472,16,full-size,NULL,0
473,17,Brass,NULL,0
474,17,Brushed Bronze,NULL,0
475,17,Brushed Chrome,NULL,0
476,17,Brushed Nickel,NULL,0
477,17,Chrome,NULL,0
478,17,Copper,NULL,0
479,17,Stainless,NULL,0
480,18,Action,NULL,0
481,18,Creative,NULL,0
482,18,Educational,NULL,0
483,18,Entertainment,NULL,0
484,18,Luck,NULL,0
485,18,Math,NULL,0
486,18,Other,NULL,0
487,18,Party,NULL,0
488,18,Reality,NULL,0
489,18,Role Playing,NULL,0
490,18,Sport,NULL,0
491,18,Strategy,NULL,0
492,18,War,NULL,0
493,18,Word,NULL,0
494,19,eBook,NULL,0
495,19,Paperback,NULL,0
496,19,Hard Cover,NULL,0
497,19,Digital Audio Book,NULL,0
498,19,Audio CD,NULL,0
499,19,Board Book,NULL,0
500,19,Pop-Up Book,NULL,0
501,19,Large Print,NULL,0
502,19,Activity Book,NULL,0
503,19,Touch and Feel Book,NULL,0
504,19,Coffee Table,NULL,0
508,21,Digital Download,NULL,0
509,21,CD-ROM,NULL,0
510,21,DVD-ROM,NULL,0
516,23,Infielder's Glove,NULL,0
517,23,Outfielder's Glove,NULL,0
518,23,Catcher's Mitts,NULL,0
519,23,Slow Pitch,NULL,0
520,23,Fast Pitch,NULL,0
521,23,Fielding,NULL,0
522,24,All-in-One,NULL,0
523,24,Inkjet Printer,NULL,0
524,24,Laser Printer,NULL,0
525,24,Dot Matrix,NULL,0
526,24,Photo Printer,NULL,0
527,24,Portable Printer,NULL,0
528,24,3D Printer,NULL,0
529,25,Basic,NULL,0
530,25,Financial,NULL,0
531,25,Graphing,NULL,0
532,25,Printing,NULL,0
533,26,Photo Scanners,NULL,0
534,26,Document Scanners,NULL,0
535,27,Countertop,NULL,0
536,27,Compact,NULL,0
537,27,Over the Range,NULL,0
538,27,Built-in,NULL,0
539,27,Microwave Drawers,NULL,0
540,28,Back Carrier,NULL,0
541,28,Front Carrier,NULL,0
542,28,Wraps,NULL,0
543,28,Slings,NULL,0
544,29,Manual ,NULL,0
545,29,Electric,NULL,0
546,29,Double,NULL,0
547,29,Single,NULL,0
548,30,English ,NULL,0
549,30,German ,NULL,0
550,30,French ,NULL,0
551,30,Spanish ,NULL,0
552,30,Italian ,NULL,0
553,30,Russian ,NULL,0
554,30,Chinese ,NULL,0
555,30,Afrikaans ,NULL,0
556,30,Albanian ,NULL,0
557,30,Ancient Greek ,NULL,0
558,30,Arabic ,NULL,0
559,30,Armenian ,NULL,0
560,30,Basque ,NULL,0
561,30,Bengali ,NULL,0
562,30,Bulgarian ,NULL,0
563,30,Cantonese Chinese ,NULL,0
564,30,Catalan ,NULL,0
565,30,Cornish,NULL,0
566,30,Croatian ,NULL,0
567,30,Czech ,NULL,0
568,30,Danish ,NULL,0
569,30,Dutch ,NULL,0
570,30,Esperanto ,NULL,0
571,30,Estonian ,NULL,0
572,30,Farsi ,NULL,0
573,30,Finnish ,NULL,0
574,30,Galician ,NULL,0
575,30,Georgian ,NULL,0
576,30,Greek ,NULL,0
577,30,Hebrew ,NULL,0
578,30,Hindi ,NULL,0
579,30,Hungarian ,NULL,0
580,30,Icelandic ,NULL,0
581,30,Indonesian ,NULL,0
582,30,Irish,NULL,0
583,30,Japanese ,NULL,0
584,30,Kannada ,NULL,0
585,30,Korean ,NULL,0
586,30,Latin ,NULL,0
587,30,Latvian ,NULL,0
588,30,Lithuanian ,NULL,0
589,30,Macedonian ,NULL,0
590,30,Maori ,NULL,0
591,30,Middle English ,NULL,0
592,30,Norwegian ,NULL,0
593,30,Old English ,NULL,0
594,30,Persian ,NULL,0
595,30,Polish ,NULL,0
596,30,Portuguese ,NULL,0
597,30,Romanian ,NULL,0
598,30,Sanskrit ,NULL,0
599,31,Up to 2,NULL,0
600,31,Ages 3-5,NULL,0
601,31,Ages 6-8,NULL,0
602,31,Ages 9-10,NULL,0
603,31,Ages 10-12,NULL,0
604,31,Ages 13+,NULL,0
605,32,Toddlers,NULL,0
606,32,Kids,NULL,0
607,32,Teens,NULL,0
608,32,Adults,NULL,0
609,33,Baby Boys,NULL,0
610,33,Baby Girls,NULL,0
611,33,Boys,NULL,0
612,33,Girls,NULL,0
613,33,Men,NULL,0
614,33,Women,NULL,0
615,34,Boy's,NULL,0
616,34,Girl's,NULL,0
617,34,Unisex,NULL,0
618,35,12v,NULL,0
619,35,9v,NULL,0
620,35,A,NULL,0
621,35,AA,NULL,0
622,35,AAA,NULL,0
623,35,AAAA,NULL,0
624,35,C,NULL,0
625,35,CR123A,NULL,0
626,35,CR2,NULL,0
627,35,CR5,NULL,0
628,35,D,NULL,0
629,35,Lithium Ion,NULL,0
630,35,Lithium Metal,NULL,0
631,35,P76,NULL,0
632,35,Product Specific,NULL,0
633,36,Capsules,NULL,0
634,36,Cream,NULL,0
635,36,Cushions,NULL,0
636,36,Drops,NULL,0
637,36,File,NULL,0
638,36,Foam,NULL,0
639,36,Gel,NULL,0
640,36,Liquid,NULL,0
641,36,Lotion,NULL,0
642,36,Mist,NULL,0
643,36,Oil,NULL,0
644,36,Pencil,NULL,0
645,36,Powder,NULL,0
646,36,Sachets,NULL,0
647,36,Solid,NULL,0
648,36,Spray,NULL,0
649,36,Stick,NULL,0
650,36,Talc,NULL,0
651,36,Wraps,NULL,0
652,36,Cloths & Pads,NULL,0
653,36,Pacs,NULL,0
654,36,Wax,NULL,0
655,36,Wipes,NULL,0
656,36,Scrub,NULL,0
667,38,Down,NULL,0
668,38,Polyester,NULL,0
669,38,Cotton,NULL,0
670,38,Silk,NULL,0
671,38,Bamboo,NULL,0
672,38,Poly-Cotton Blend,NULL,0
673,38,Memory Foam,NULL,0
674,38,Foam,NULL,0
675,39,_MB,MB,0
676,39,_GB,GB,0
677,39,_TB,TB,0
683,41,Kindle,NULL,0
684,41,Nook,NULL,0
685,41,iPad,NULL,0
686,41,iPad2,NULL,0
687,41,iPad3,NULL,0
688,41,iPad Mini,NULL,0
689,41,iPhone 4/4S,NULL,0
690,41,iPhone 5/5S,NULL,0
691,41,iPhone 5C,NULL,0
692,41,Samsung Galaxy S 4,NULL,0
693,41,Samsung Galaxy S 5,NULL,0
694,41,Samsung Galaxy Note III,NULL,0
695,41,HTC One,NULL,0
696,41,Nexus 4,NULL,0
697,41,Nexus 5,NULL,0
698,41,Blackberry,NULL,0
699,41,Nexus Tablet,NULL,0
700,41,Samsung Galaxy Tablet,NULL,0
725,44,Air Powered,NULL,0
726,44,Battery,NULL,0
727,44,Electric,NULL,0
728,44,Gas,NULL,0
729,44,Hydraulic,NULL,0
730,45,_CM,CM,0
731,45,_FT,FT,0
732,45,_IN,IN,0
733,45,_M,M,0
734,45,_MM,MM,0
735,46,_FL OZ,FL OZ,0
736,46,_GR,GR,0
737,46,_KG,KG,0
738,46,_LB,LB,0
739,46,_OZ,OZ,0
740,47,100,NULL,0
741,47,200,NULL,0
742,47,400,NULL,0
743,47,800,NULL,0
744,48,Black & White,NULL,0
745,48,Color,NULL,0
754,51,Round,NULL,0
755,51,Oval,NULL,0
756,51,Rectangular,NULL,0
757,51,Full-Length,NULL,0
758,51,Wall,NULL,0
759,51,Oblong,NULL,0
760,52,Wine Glass,NULL,0
761,52,Juice Glass,NULL,0
762,52,Pint Glass,NULL,0
763,52,Champagne Glass,NULL,0
764,52,Highball,NULL,0
765,52,Lowball,NULL,0
766,53,Normal,NULL,0
767,53,Telephoto,NULL,0
768,53,Wide-Angle,NULL,0
769,53,Zoom,NULL,0
770,53,Prime,NULL,0
771,54,_X,X,0
772,56,Box Spring,NULL,0
773,56,Air,NULL,0
774,56,Coil,NULL,0
775,56,Foam,NULL,0
776,56,Memory Foam,NULL,0
777,56,Latex,NULL,0
778,56,Gel,NULL,0
779,56,Pillow-Top,NULL,0
780,56,Plush,NULL,0
781,56,Firm,NULL,0
782,57,US Size 0 (2.00mm),NULL,0
783,57,US Size 1 (2.25mm),NULL,0
784,57,US Size 1 (2.50mm),NULL,0
785,57,US Size 2 (2.75mm),NULL,0
786,57,US Size 2 (3.00mm),NULL,0
787,57,US Size 3 (3.25mm),NULL,0
788,57,US Size 4 (3.50mm) ,NULL,0
789,57,US Size 5 (3.75mm) ,NULL,0
790,57,US Size 6 (4.00mm) ,NULL,0
791,57,US Size 7 (4.50mm) ,NULL,0
792,57,US Size 8 (5.00mm) ,NULL,0
793,57,US Size 9 (5.50mm) ,NULL,0
794,57,US Size 10 (6.00mm) ,NULL,0
795,57,US Size 10.5 (6.50mm) ,NULL,0
796,57,US Size 10.75 (7.00mm) ,NULL,0
797,57,US Size 11 (8.00mm) ,NULL,0
798,57,US Size 13 (9.00mm) ,NULL,0
799,57,US Size 15 (10.00mm) ,NULL,0
800,57,US Size 17 (12.00mm) ,NULL,0
801,58,E-4 (3.5mm),NULL,0
802,58,F-5 (3.75mm),NULL,0
803,58,G-6 (4.0mm),NULL,0
804,58,7 (4.5mm),NULL,0
805,58,H-8 (5.0mm),NULL,0
806,58,I-9 (5.5mm),NULL,0
807,58,J-10 (6.0mm),NULL,0
808,58,K-10.5 (6.5mm),NULL,0
809,58,(7.0mm),NULL,0
810,58,L-11 (8.0mm),NULL,0
811,58,M/N-13 (9.0mm),NULL,0
812,58,N/P-15 (10.0mm),NULL,0
813,58,(12.0mm),NULL,0
814,59,32 Inches & Under,NULL,0
815,60,4&quot;&quot; x 6&quot;&quot;,NULL,0
816,60,5&quot;&quot; x 7&quot;&quot;,NULL,0
817,60,5&quot;&quot; x 8&quot;&quot;,NULL,0
818,60,8.5&quot;&quot; x 11&quot;&quot;,NULL,0
819,60,A4,NULL,0
820,60,8.5&quot;&quot; x 14&quot;&quot;,NULL,0
821,60,11&quot;&quot; x 17&quot;&quot;,NULL,0
822,60,12&quot;&quot; x 18&quot;&quot;,NULL,0
823,60,13&quot;&quot; x 19&quot;&quot;,NULL,0
824,60,14&quot;&quot; x 20&quot;&quot;,NULL,0
825,60,17&quot;&quot; x 22&quot;&quot;,NULL,0
826,60,22&quot;&quot; x 34&quot;&quot;,NULL,0
827,60,34&quot;&quot; x 44&quot;&quot;,NULL,0
828,61,African Cichlids,NULL,0
829,61,Algae Eaters,NULL,0
830,61,Angelfish,NULL,0
831,61,Barb,NULL,0
832,61,Bettas,NULL,0
833,61,Catfish,NULL,0
834,61,Cichlids,NULL,0
835,61,Eels,NULL,0
836,61,Freshwater Fish,NULL,0
837,61,Goldfish,NULL,0
838,61,Gouramis,NULL,0
839,61,Koi,NULL,0
840,61,Loaches,NULL,0
841,61,Marine Fish,NULL,0
842,61,Saltwater Fish,NULL,0
843,61,Tetras,NULL,0
844,61,Tiger Barb,NULL,0
845,61,Tropical Fish,NULL,0
846,62,Dry Food,NULL,0
847,62,Wet Food,NULL,0
848,62,Dehydrated Food,NULL,0
849,62,Freeze-Dried Food,NULL,0
850,63,Stage 1,NULL,0
851,63,Stage 2,NULL,0
852,63,Stage 3,NULL,0
853,63,Stage 4,NULL,0
854,63,All Stages,NULL,0
855,64,Soy-Based,NULL,0
856,64,Milk-Based,NULL,0
857,64,Lactose Free,NULL,0
858,64,Hypoallergenic,NULL,0
859,69,Bottom Freezer,NULL,0
860,69,French Door,NULL,0
861,69,Glass Door,NULL,0
862,69,Side by Side,NULL,0
863,69,Specialty,NULL,0
864,69,Top Freezer,NULL,0
865,69,Wine Fridge,NULL,0
866,69,Counter Depth,NULL,0
867,69,Built in,NULL,0
868,70,_Cubic Feet,Cubic Feet,0
872,72,_Square Feet,Square Feet,0
873,73,Table Fan,NULL,0
874,73,Portable Fan,NULL,0
875,73,Pedestal Fan,NULL,0
876,73,Floor Fan,NULL,0
877,73,Box Fan,NULL,0
878,73,Window Fan,NULL,0
879,74,Slide-in Range,NULL,0
880,74,Freestanding Range,NULL,0
881,75,Wool,NULL,0
882,75,Cotton,NULL,0
883,75,Silk,NULL,0
884,75,Cashmere,NULL,0
885,75,Alpaca,NULL,0
886,75,Mohair,NULL,0
887,75,Angora,NULL,0
888,75,Bamboo,NULL,0
889,75,Acrylic,NULL,0
890,75,Linen,NULL,0
891,76,_cubic-cm,cubic-cm,0
892,76,_cubic-ft,cubic-ft,0
893,76,_cubic-in,cubic-in,0
894,76,_cubic-m,cubic-m,0
895,76,_cubic-yd,cubic-yd,0
896,76,_cup,cup,0
897,76,_gallon,gallon,0
898,76,_liter,liter,0
899,76,_ounce,ounce,0
900,76,_pint,pint,0
901,76,_quart,quart,0
902,79,A,NULL,0
904,79,D,NULL,0
907,79,AA,NULL,0
908,79,F,NULL,0
909,79,C,NULL,0
910,79,E,NULL,0
911,79,B,NULL,0
1164,80,Narrow,NULL,0
1165,80,Medium,NULL,0
1166,80,Wide,NULL,0
1167,80,X-Wide,NULL,0
1168,81,Preemie,NULL,0
1169,81,Newborn,NULL,0
1170,81,Size 1,NULL,0
1171,81,Size 2,NULL,0
1172,81,Size 3,NULL,0
1173,81,Size 4,NULL,0
1174,81,Size 5,NULL,0
1175,81,Size 6,NULL,0
1176,81,Size 7,NULL,0
1177,81,2T-3T,NULL,0
1178,81,3T-4T,NULL,0
1179,81,4T-5T,NULL,0
1180,81,XX-Small,NULL,0
1181,81,X-Small,NULL,0
1182,81,Small,NULL,0
1183,81,Medium,NULL,0
1184,81,Large,NULL,0
1185,81,X-Large,NULL,0
1186,81,XX-Large,NULL,0
1187,81,One-Size,NULL,0
1188,82,5X-Small Little Boy,NULL,0
1189,82,4X-Small Little Boy,NULL,0
1190,82,3X-Small Little Boy,NULL,0
1191,82,2X-Small Little Boy,NULL,0
1192,82,X-Small Little Boy,NULL,0
1193,82,Small Little Boy,NULL,0
1194,82,Medium Little Boy,NULL,0
1195,82,Large Little Boy,NULL,0
1196,82,X-Large Little Boy,NULL,0
1197,82,2X-Large Little Boy,NULL,0
1198,82,XXX-Large,NULL,0
1199,82,XXXX-Large,NULL,0
1200,82,XXXXX-Large,NULL,0
1201,82,One Size,NULL,0
1202,82,2T,NULL,0
1203,82,3T,NULL,0
1204,82,4T,NULL,0
1205,82,5T,NULL,0
1206,82,4,NULL,0
1207,82,5,NULL,0
1208,82,6,NULL,0
1209,82,6x,NULL,0
1210,82,7,NULL,0
1211,82,8,NULL,0
1212,82,9,NULL,0
1213,82,10,NULL,0
1214,82,12,NULL,0
1215,82,14,NULL,0
1216,82,16,NULL,0
1217,82,18,NULL,0
1218,82,20,NULL,0
1219,82,4 Slim,NULL,0
1220,82,5 Slim,NULL,0
1221,82,6 Slim,NULL,0
1222,82,6x Slim,NULL,0
1223,82,7 Slim,NULL,0
1224,82,8 Slim,NULL,0
1225,82,9 Slim,NULL,0
1226,82,10 Slim,NULL,0
1227,82,12 Slim,NULL,0
1228,82,14 Slim,NULL,0
1229,82,16 Slim,NULL,0
1230,82,18 Slim,NULL,0
1231,82,20 Slim,NULL,0
1232,82,4 Husky,NULL,0
1233,82,5 Husky,NULL,0
